"ID";"UTR3_length";"ARE_counts"
"ASAP1";2625,5;9
"ASAP2";2353,5;8
"ASAP3";713,5;1
"ASB1";2922,5;4
"ASB10";269;0
"ASB11";1600,66666666667;5
"ASB12";141;0
"ASB13";1836;0
"ASB14";1299;3
"ASB15";1695,75;6
"ASB16";694;0
"ASB17";79;0
"ASB18";20;0
"ASB2";490;0
"ASB3";275,25;1
"ASB4";1450;3
"ASB5";1927;6
"ASB6";2610,66666666667;3
"ASB7";1701;8
"ASB8";879,8;1
"ASB9";636,25;2
"ASCC1";733,8;1
"ASCC2";392,333333333333;0
"ASCC3";1428;6
"ASCL1";1199;1
"ASCL2";650;0
"ASCL3";37;0
"ASCL4";907;0
"ASCL5";799;0
"ASDURF";316,5;1
"ASF1A";1557;5
"ASF1B";947;1
"ASGR1";157,666666666667;0
"ASGR2";175,333333333333;0
"ASH1L";2392;2
"ASH2L";820,5;1
"ASIC1";1850,66666666667;1
"ASIC2";878;2
"ASIC3";58,6666666666667;0
"ASIC4";726;2
"ASIC5";127;1
"ASIP";93;0
"ASL";230,4;0
"ASMT";67;0
"ASMTL";129,333333333333;0
"ASNS";179,571428571429;1
"ASNSD1";105;0
"ASPA";2168,5;4
"ASPDH";128,5;0
"ASPG";3038;0
"ASPH";1305,36363636364;5
"ASPHD1";256;1
"ASPHD2";1809;2
"ASPM";196,5;1
"ASPRV1";568;0
"ASPSCR1";82,6666666666667;0
"ASRGL1";1125;0
"ASS1";246,666666666667;0
"ASTE1";182;2
"ASTL";20;0
"ASTN1";1184,33333333333;1
"ASTN2";1060;4
"ASXL1";1447;5
"ASXL3";4600;16
"ASZ1";374;0
"ATAD1";2372,5;8
"ATAD2";1284;6
"ATAD2B";3382;10
"ATAD3A";613;1
"ATAD3B";2031;2
"ATAD3C";1633;2
"ATAD5";956;3
"ATAT1";1148;1
"ATCAY";3490;3
"ATE1";3258,4;3
"ATF1";1383;4
"ATF2";1323,33333333333;5
"ATF3";687,857142857143;2
"ATF4";81,6666666666667;0
"ATF5";524,5;0
"ATF6";5416;7
"ATF6B";475;1
"ATF7";2371;3
"ATF7IP";2402,2;11
"ATF7IP2";1563,5;2
"ATG10";1399,5;2
"ATG101";304;0
"ATG12";2398;10
"ATG13";1382,16666666667;1
"ATG14";3228;3
"ATG16L1";1322,5;3
"ATG16L2";245;1
"ATG2A";427;0
"ATG2B";6560;18
"ATG3";937,5;6
"ATG4A";959;2
"ATG4B";1621;0
"ATG4C";1355,5;4
"ATG4D";351;2
"ATG5";2109,5;3
"ATG7";1069;1
"ATG9A";1066,33333333333;0
"ATG9B";1374,33333333333;1
"ATIC";109;0
"ATL1";719,5;4
"ATL2";647,571428571429;2
"ATL3";2649;9
"ATM";1285,85714285714;3
"ATMIN";2378;8
"ATN1";541;1
"ATOH1";975;4
"ATOH7";624;1
"ATOH8";4493;1
"ATOX1";215,666666666667;0
"ATP10A";2069;3
"ATP10B";2333;2
"ATP10D";2105;7
"ATP11A";5333,5;12
"ATP11B";3525;17
"ATP11C";2584;7
"ATP12A";616;1
"ATP13A1";224;0
"ATP13A2";184,333333333333;0
"ATP13A3";3243,66666666667;11
"ATP13A4";3685;2
"ATP13A5";253;0
"ATP1A1";328,666666666667;0
"ATP1A2";2269;0
"ATP1A3";341,333333333333;0
"ATP1A4";279,5;0
"ATP1B1";1165,5;5
"ATP1B2";1875;2
"ATP1B3";848;2
"ATP1B4";3170;7
"ATP23";2258;4
"ATP2A1";316;1
"ATP2A2";2704;8
"ATP2A3";728,333333333333;0
"ATP2B1";3022;14
"ATP2B2";2606,42857142857;6
"ATP2B3";1169,33333333333;1
"ATP2B4";3161;5
"ATP2C1";1014,16666666667;5
"ATP2C2";450,5;0
"ATP4A";584;0
"ATP4B";570;1
"ATP5F1A";1110,5;3
"ATP5F1B";148;1
"ATP5F1C";163;0
"ATP5F1D";193;0
"ATP5F1E";1832,66666666667;8
"ATP5IF1";690,666666666667;1
"ATP5MC1";102;0
"ATP5MC2";137,4;0
"ATP5MC3";798;1
"ATP5MD";121,8;0
"ATP5ME";64;0
"ATP5MF";155,8;0
"ATP5MG";749;4
"ATP5MGL";169;1
"ATP5MPL";317;1
"ATP5PB";1779;3
"ATP5PD";69;0
"ATP5PF";160;0
"ATP5PO";73;0
"ATP6AP1";625;1
"ATP6AP1L";28;0
"ATP6AP2";1093;6
"ATP6V0A1";1106;1
"ATP6V0A2";3723;13
"ATP6V0A4";271,5;0
"ATP6V0B";415;1
"ATP6V0C";473;2
"ATP6V0D1";509;0
"ATP6V0D2";1248;1
"ATP6V0E1";654,5;0
"ATP6V0E2";1636;2
"ATP6V1A";2629;7
"ATP6V1B1";310;1
"ATP6V1B2";1294;0
"ATP6V1C1";4304;13
"ATP6V1C2";1847;5
"ATP6V1D";831;6
"ATP6V1E1";436;3
"ATP6V1E2";184;0
"ATP6V1F";267,5;0
"ATP6V1FNB";3272;2
"ATP6V1G1";1136;4
"ATP6V1G2";687,333333333333;1
"ATP6V1G3";194,5;2
"ATP6V1H";353,666666666667;2
"ATP7A";3822;15
"ATP7B";1064,75;1
"ATP8A1";4541;15
"ATP8A2";5866;17
"ATP8B1";2062;7
"ATP8B2";1178,5;2
"ATP8B3";486,5;0
"ATP8B4";1574,5;5
"ATP9A";4697;9
"ATP9B";902;0
"ATPAF1";986;3
"ATPAF2";528;0
"ATPSCKMT";1209,5;4
"ATR";194;1
"ATRAID";222;0
"ATRIP";613,75;0
"ATRN";2186,5;7
"ATRNL1";2124;6
"ATRX";3055,5;17
"ATXN1";4818;10
"ATXN10";1634,5;5
"ATXN1L";5518;4
"ATXN2";314,25;3
"ATXN2L";485,857142857143;1
"ATXN3";2485,4;8
"ATXN3L";631;3
"ATXN7";1795,6;6
"ATXN7L1";1290,33333333333;2
"ATXN7L2";134;0
"ATXN7L3";2458;2
"ATXN7L3B";7024;22
"AUH";533;3
"AUNIP";581;1
"AUP1";148;0
"AURKA";768,142857142857;1
"AURKAIP1";68,75;0
"AURKB";105,75;0
"AURKC";93,6666666666667;0
"AUTS2";2582,66666666667;4
"AVEN";386;0
"AVIL";20;0
"AVL9";4819;8
"AVP";74;0
"AVPI1";445;0
"AVPR1A";4600;7
"AVPR1B";3253;3
"AVPR2";406;0
"AWAT1";369;0
"AWAT2";1116;1
"AXDND1";216;1
"AXIN1";681,5;0
"AXIN2";972,333333333333;2
"AXL";850,666666666667;0
"AZGP1";273;0
"AZI2";857;4
"AZIN1";1501,5;9
"AZIN2";1225,66666666667;3
"AZU1";141;0
"B2M";726;3
"B3GALNT1";1468,74193548387;7
"B3GALNT2";1869,5;4
"B3GALT1";4021;17
"B3GALT2";1564;6
"B3GALT4";269;0
"B3GALT5";3446;4
"B3GALT6";1773;3
"B3GAT1";1565,66666666667;4
"B3GAT2";4984;12
"B3GAT3";476,333333333333;0
"B3GLCT";2608;4
"B3GNT2";1226;7
"B3GNT3";782,5;1
"B3GNT4";1090;1
"B3GNT5";1349;4
"B3GNT6";1267;0
"B3GNT7";2239;2
"B3GNT8";226;0
"B3GNT9";1173;1
"B3GNTL1";521,5;1
"B4GALNT1";1183;2
"B4GALNT2";2506,33333333333;5
"B4GALNT3";2058;0
"B4GALNT4";325;0
"B4GALT1";2817;4
"B4GALT2";721,333333333333;0
"B4GALT3";505;2
"B4GALT4";810,333333333333;3
"B4GALT5";3367;6
"B4GALT6";1698;5
"B4GALT7";635;0
"B4GAT1";675;2
"B9D1";286;0
"B9D2";283;0
"BAALC";2259;2
"BAAT";1467,5;3
"BABAM1";202,2;0
"BABAM2";440,8;0
"BACE1";1398,5;2
"BACE2";4990;8
"BACH1";3315;8
"BACH2";4227,33333333333;6
"BAD";377;0
"BAG1";1470,5;4
"BAG2";5643;26
"BAG3";537;1
"BAG4";1601,5;8
"BAG5";2251,66666666667;6
"BAG6";102,4;1
"BAHCC1";2514;1
"BAHD1";2102,5;3
"BAIAP2";556,5;0
"BAIAP2L1";1871;2
"BAIAP2L2";400;0
"BAIAP3";560,714285714286;1
"BAK1";1251;0
"BAMBI";531;5
"BANF1";309;0
"BANF2";56,3333333333333;0
"BANK1";592,25;4
"BANP";549,428571428571;1
"BAP1";1280;0
"BARD1";678,2;3
"BARHL1";445,5;1
"BARHL2";773;1
"BARX1";537;0
"BARX2";877;2
"BASP1";938,5;1
"BATF";321;0
"BATF2";904,333333333333;0
"BATF3";374;1
"BAX";180,8;0
"BAZ1A";776,666666666667;5
"BAZ1B";967;2
"BAZ2A";1468,5;3
"BAZ2B";1286;8
"BBC3";926,75;0
"BBIP1";677,7;2
"BBOF1";1393;7
"BBOX1";288;1
"BBS1";1561;1
"BBS10";1339;6
"BBS12";915,5;1
"BBS2";416;1
"BBS4";887;1
"BBS5";2073;5
"BBS7";972,5;5
"BBS9";751,4;4
"BBX";3055,25;7
"BCAM";1046,5;1
"BCAN";450;0
"BCAP29";2340,25;8
"BCAP31";442;0
"BCAR1";499,625;1
"BCAR3";461,2;3
"BCAS1";1381;4
"BCAS2";573;2
"BCAS3";729,8;0
"BCAS4";3355;2
"BCAT1";3020,4;10
"BCAT2";350,75;0
"BCCIP";725;3
"BCDIN3D";2328;4
"BCHE";478;2
"BCKDHA";394;0
"BCKDHB";1377;6
"BCKDK";475;0
"BCL10";1851;4
"BCL11A";1545;4
"BCL11B";4864;16
"BCL2";4935;12
"BCL2A1";221;0
"BCL2L1";1495;3
"BCL2L10";321;0
"BCL2L11";2000,47058823529;4
"BCL2L12";144,4;0
"BCL2L13";3117,54545454545;8
"BCL2L14";798,75;1
"BCL2L15";4307;9
"BCL2L2";2794;5
"BCL2L2-PABPN1";63;0
"BCL3";429;0
"BCL6";561;1
"BCL6B";2025;2
"BCL7A";2311,5;1
"BCL7B";675;1
"BCL7C";696;2
"BCL9";1257;3
"BCL9L";4540;0
"BCLAF1";2408,66666666667;6
"BCLAF3";4445;15
"BCO1";565;1
"BCO2";456,833333333333;1
"BCOR";856,4;3
"BCORL1";1737;2
"BCR";1471,5;2
"BCS1L";51,1428571428571;0
"BDH1";2112;0
"BDH2";2110;5
"BDKRB1";14,5;0
"BDKRB2";2660;3
"BDNF";2928;9
"BDP1";2935;19
"BEAN1";995,8;1
"BECN1";615,333333333333;3
"BECN2";20;0
"BEGAIN";818;0
"BEND2";1049;5
"BEND3";3519,5;8
"BEND4";6665;14
"BEND5";367;0
"BEND6";2007,5;4
"BEND7";461,5;1
"BEST1";1232,33333333333;3
"BEST2";362,666666666667;0
"BEST3";880;1
"BEST4";625;1
"BET1";809,5;4
"BET1L";2461;0
"BEX1";246;1
"BEX2";189,333333333333;0
"BEX3";266;3
"BEX4";656,5;2
"BEX5";220;1
"BFAR";966;1
"BFSP1";168,666666666667;0
"BFSP2";236;0
"BGLAP";155;0
"BGN";1101;0
"BHLHA15";90;0
"BHLHA9";189;0
"BHLHB9";2240,4;8
"BHLHE22";1691;9
"BHLHE23";122;0
"BHLHE40";1631;0
"BHLHE41";2036;5
"BHMG1";416;1
"BHMT";1172;3
"BHMT2";1058;3
"BICC1";2544;11
"BICD1";4252,66666666667;24
"BICD2";2942;2
"BICDL1";1333;0
"BICDL2";331,5;1
"BICRA";862;3
"BICRAL";3056,66666666667;7
"BID";1118,22222222222;2
"BIK";407;1
"BIN1";497,545454545455;0
"BIN2";217;0
"BIN3";825,5;1
"BIRC2";340;2
"BIRC3";1874,25;10
"BIRC5";2047,33333333333;0
"BIRC6";995;6
"BIRC7";245;0
"BIVM";649,333333333333;1
"BLCAP";775,333333333333;1
"BLID";256;1
"BLK";467;0
"BLM";470,5;1
"BLMH";814;0
"BLNK";268,5;0
"BLOC1S1";94;0
"BLOC1S2";2175,5;8
"BLOC1S3";972;1
"BLOC1S4";801;3
"BLOC1S5";1084;3
"BLOC1S6";3198;12
"BLVRA";107;0
"BLVRB";121;0
"BLZF1";714,666666666667;4
"BMERB1";1337,5;1
"BMF";1152,57142857143;2
"BMI1";1942;9
"BMP1";932,666666666667;0
"BMP10";4722;14
"BMP15";34;0
"BMP2";1157;13
"BMP2K";596;1
"BMP3";4096;19
"BMP4";294;3
"BMP5";1880;14
"BMP6";1385;3
"BMP7";2206;5
"BMP8A";4071;3
"BMP8B";3237;5
"BMPER";2876,5;12
"BMPR1A";3824,75;7
"BMPR1B";1549,14285714286;5
"BMPR2";7803;34
"BMS1";3841;10
"BMT2";2597;13
"BMX";374,666666666667;3
"BNC1";818,5;4
"BNC2";9486;17
"BNIP1";360,25;1
"BNIP2";1204;6
"BNIP3";2069;6
"BNIP3L";925,5;2
"BNIP5";1595;3
"BNIPL";988,333333333333;2
"BOC";703;2
"BOD1";946,5;1
"BOD1L1";1273;3
"BOD1L2";2579;8
"BOK";1709;0
"BOLA1";138,333333333333;0
"BOLA2";456;2
"BOLA2B";40;0
"BOLA3";150;2
"BOLL";1262,25;7
"BOP1";119;0
"BORA";982;2
"BORCS5";1844;2
"BORCS6";722;0
"BORCS7";1264,5;3
"BORCS7-ASMT";2334;6
"BORCS8";1259,33333333333;1
"BORCS8-MEF2B";1044,75;0
"BPGM";781,333333333333;4
"BPHL";372,333333333333;1
"BPI";319;0
"BPIFA1";213;0
"BPIFA2";226;0
"BPIFA3";165;0
"BPIFB1";104;0
"BPIFB2";320;0
"BPIFB3";23;0
"BPIFB4";314;0
"BPIFB6";20;0
"BPIFC";456;0
"BPNT1";1361,5;8
"BPTF";2090;5
"BPY2";286,5;0
"BPY2B";286,5;0
"BPY2C";286,5;0
"BRAF";5549,5;18
"BRAP";2053;4
"BRAT1";259;1
"BRCA1";762,8;2
"BRCA2";998;3
"BRCC3";1169;3
"BRD1";947,5;4
"BRD2";786;2
"BRD3";3285;6
"BRD3OS";2842,5;2
"BRD4";1885,33333333333;2
"BRD7";1717,5;4
"BRD8";315;1
"BRD9";536;0
"BRDT";149;0
"BRF1";812,857142857143;1
"BRF2";1222;0
"BRI3";287,5;0
"BRI3BP";3435;8
"BRICD5";109;0
"BRINP1";455;1
"BRINP2";894;2
"BRINP3";360;2
"BRIP1";4157;19
"BRIX1";501;3
"BRK1";895;2
"BRMS1";439;0
"BRMS1L";1486;10
"BROX";2494,5;4
"BRPF1";622,75;2
"BRPF3";2181;2
"BRS3";1405;3
"BRSK1";494;3
"BRSK2";1228,33333333333;2
"BRWD1";3623,66666666667;16
"BRWD3";7106;36
"BSCL2";113,8;0
"BSDC1";1094,6;1
"BSG";749;0
"BSN";4064;2
"BSND";8544;12
"BSPH1";166;0
"BSPRY";1080;0
"BST1";942;5
"BST2";403;0
"BSX";79;0
"BTAF1";1392;9
"BTBD1";976,5;4
"BTBD10";369;3
"BTBD11";1289,33333333333;2
"BTBD16";74;0
"BTBD17";241;0
"BTBD18";618;2
"BTBD2";1040;0
"BTBD3";2934,33333333333;10
"BTBD6";416,5;1
"BTBD7";1990,66666666667;4
"BTBD8";216;3
"BTBD9";4046,5;4
"BTC";1918;12
"BTD";1158,22222222222;2
"BTF3";327;1
"BTF3L4";2017,66666666667;8
"BTG1";3802;5
"BTG2";1423;2
"BTG3";440;3
"BTG4";146;0
"BTK";437;0
"BTLA";1081;4
"BTN1A1";1248;0
"BTN2A1";1144,25;6
"BTN2A2";1022,83333333333;2
"BTN3A1";697;1
"BTN3A2";1680,5;2
"BTN3A3";704;1
"BTNL2";6;0
"BTNL3";855;3
"BTNL8";410,714285714286;2
"BTNL9";1009,5;1
"BTRC";4194,66666666667;5
"BUB1";278;1
"BUB1B";377;4
"BUB3";3470,5;12
"BUD13";310,5;1
"BUD23";324;0
"BUD31";175;0
"BVES";1667;5
"BYSL";340;1
"BZW1";2095;5
"BZW2";320,666666666667;0
"C10orf105";4230,5;2
"C10orf113";59;0
"C10orf120";24;0
"C10orf143";458;3
"C10orf53";2059,33333333333;4
"C10orf55";1707;3
"C10orf62";365;0
"C10orf67";2319;2
"C10orf71";639;0
"C10orf82";342;1
"C10orf88";1526;6
"C10orf90";855;1
"C10orf99";528;1
"C11orf1";1154,5;4
"C11orf16";397;0
"C11orf21";1541;1
"C11orf24";171,5;1
"C11orf42";93;0
"C11orf45";2984;2
"C11orf49";596,25;0
"C11orf52";672;0
"C11orf53";191;1
"C11orf54";1421,16666666667;5
"C11orf58";3236;9
"C11orf65";802,6;2
"C11orf68";649;0
"C11orf71";775;4
"C11orf80";89;0
"C11orf86";753;0
"C11orf87";4940;18
"C11orf88";203;0
"C11orf91";168;1
"C11orf94";35;0
"C11orf95";3526;8
"C11orf96";605;3
"C11orf97";223;1
"C11orf98";234;0
"C12orf10";28;0
"C12orf29";1738;14
"C12orf4";1232;5
"C12orf40";357,5;3
"C12orf42";165;0
"C12orf43";1504,75;0
"C12orf45";22929;52
"C12orf49";7639;7
"C12orf50";252,5;2
"C12orf54";244;0
"C12orf56";2421;5
"C12orf57";78;0
"C12orf60";742;2
"C12orf65";799;2
"C12orf66";1741,66666666667;4
"C12orf71";116;0
"C12orf73";612,75;3
"C12orf74";1375;4
"C12orf75";918;3
"C13orf42";2032;4
"C14orf119";1282,5;2
"C14orf132";1923,25;2
"C14orf177";492;0
"C14orf178";64;1
"C14orf180";1140,66666666667;0
"C14orf28";1707;12
"C14orf39";889;7
"C14orf93";376,4;1
"C15orf39";1053;1
"C15orf40";3635;6
"C15orf41";1327,88888888889;5
"C15orf48";379,5;2
"C15orf61";3601;11
"C15orf62";1426;0
"C15orf65";228;0
"C16orf46";377,5;1
"C16orf54";1814;0
"C16orf58";1209;1
"C16orf70";716,5;1
"C16orf71";681;0
"C16orf72";4723;14
"C16orf74";491;1
"C16orf78";153;0
"C16orf86";155;0
"C16orf87";6347;40
"C16orf89";343,5;0
"C16orf90";355;0
"C16orf91";494;0
"C16orf92";475;0
"C16orf95";263,333333333333;0
"C16orf96";397;0
"C17orf100";934;1
"C17orf107";2401;0
"C17orf113";1473;1
"C17orf49";187,666666666667;0
"C17orf50";461;0
"C17orf58";784,5;7
"C17orf64";160;0
"C17orf67";460;1
"C17orf75";3322;9
"C17orf78";1036;1
"C17orf80";636,166666666667;2
"C17orf97";551;2
"C17orf98";101;0
"C17orf99";131;0
"C18orf21";295,75;0
"C18orf25";3869,5;8
"C18orf32";2019,66666666667;9
"C18orf54";3232;13
"C18orf63";2742;11
"C19orf12";2079,66666666667;8
"C19orf18";165;0
"C19orf25";1159,25;0
"C19orf33";103;0
"C19orf38";263;0
"C19orf44";978,5;0
"C19orf47";2346;1
"C19orf48";390;0
"C19orf53";575;1
"C19orf54";1572;1
"C19orf57";447;0
"C19orf67";210;0
"C19orf71";20;0
"C19orf73";231;0
"C19orf81";164;0
"C19orf84";695;0
"C1D";734,666666666667;4
"C1GALT1";2756;10
"C1GALT1C1";407,5;1
"C1GALT1C1L";224;0
"C1QA";236;0
"C1QB";150;0
"C1QBP";238;2
"C1QC";252;0
"C1QL1";495;0
"C1QL2";559;0
"C1QL3";794;2
"C1QL4";645;2
"C1QTNF1";951,1;0
"C1QTNF12";95;0
"C1QTNF2";1388;2
"C1QTNF3";1132,5;2
"C1QTNF4";154;0
"C1QTNF5";266,5;0
"C1QTNF6";1379,5;1
"C1QTNF7";2356,66666666667;10
"C1QTNF8";2373;0
"C1QTNF9";767;3
"C1QTNF9B";190;1
"C1R";212;0
"C1RL";874;1
"C1S";363;2
"C1orf100";308;2
"C1orf105";236;2
"C1orf109";782,5;2
"C1orf112";510,6;3
"C1orf115";2422;2
"C1orf116";2349,5;3
"C1orf122";378,666666666667;0
"C1orf127";289;0
"C1orf131";515;2
"C1orf141";1024,33333333333;3
"C1orf146";139;2
"C1orf158";1483;1
"C1orf159";749;0
"C1orf162";369;0
"C1orf174";827;3
"C1orf185";315;0
"C1orf189";342;2
"C1orf194";77;0
"C1orf198";1899;3
"C1orf21";9463;17
"C1orf210";516;0
"C1orf216";1755;3
"C1orf226";1578,5;1
"C1orf35";400;1
"C1orf43";542,5;1
"C1orf50";4097;6
"C1orf52";2676;8
"C1orf53";142;0
"C1orf54";61,3333333333333;0
"C1orf56";962;1
"C1orf61";297;0
"C1orf68";196;0
"C1orf74";3617;7
"C1orf87";279;0
"C1orf94";370;1
"C2";345,6;1
"C20orf141";38;0
"C20orf144";41;0
"C20orf173";268;0
"C20orf194";3267;5
"C20orf202";1177;0
"C20orf203";1993,5;1
"C20orf204";242;0
"C20orf27";550;0
"C20orf85";328;0
"C20orf96";344;2
"C21orf58";710,4;2
"C21orf62";1161,33333333333;1
"C21orf91";1795;8
"C22orf15";118;0
"C22orf23";737,25;3
"C22orf31";70;0
"C22orf39";1446,33333333333;1
"C22orf42";534;0
"C2CD2";4012;7
"C2CD2L";2288;9
"C2CD3";417,5;0
"C2CD4A";2194;8
"C2CD4B";355;2
"C2CD4C";1651;0
"C2CD4D";109;1
"C2CD5";350,833333333333;1
"C2CD6";418,75;2
"C2orf15";629;0
"C2orf16";194;0
"C2orf42";467;0
"C2orf49";2032,5;6
"C2orf50";3745,5;4
"C2orf66";1013;2
"C2orf68";3691;7
"C2orf69";2387;8
"C2orf72";2698;2
"C2orf73";1019;6
"C2orf74";281,5;0
"C2orf76";137,5;0
"C2orf78";155;2
"C2orf80";460;0
"C2orf81";152;0
"C2orf83";20;0
"C2orf88";948,5;3
"C2orf92";223;0
"C3";178;0
"C3AR1";1893;5
"C3orf14";843,75;3
"C3orf18";1433,75;2
"C3orf20";150;0
"C3orf22";176;0
"C3orf33";899,5;4
"C3orf36";158;0
"C3orf38";1330;6
"C3orf49";303;0
"C3orf52";1396;5
"C3orf62";2584;1
"C3orf67";454;0
"C3orf70";6169;14
"C3orf80";1834;3
"C3orf84";2;0
"C3orf85";1507;11
"C4A";136,5;0
"C4B";141;0
"C4BPA";255;0
"C4BPB";63,25;0
"C4orf17";194;1
"C4orf19";1668;3
"C4orf3";2360;6
"C4orf33";4847,5;14
"C4orf36";241;0
"C4orf45";569;0
"C4orf46";2938;7
"C4orf47";182;0
"C4orf48";41;0
"C4orf51";234;1
"C4orf54";4704;10
"C5";404;0
"C5AR1";1236;2
"C5AR2";2859;6
"C5orf15";1349;8
"C5orf22";2151;5
"C5orf24";2566,5;17
"C5orf34";206;2
"C5orf38";356;0
"C5orf46";227;0
"C5orf47";1886;11
"C5orf49";1472;4
"C5orf51";4337;12
"C5orf52";159;0
"C5orf63";1907,33333333333;5
"C6";591;1
"C6orf118";393;4
"C6orf120";1821;5
"C6orf132";2642;4
"C6orf136";225,25;2
"C6orf141";788,333333333333;1
"C6orf15";158;0
"C6orf163";67;1
"C6orf201";459;1
"C6orf223";3461;2
"C6orf226";218;1
"C6orf47";765;1
"C6orf52";34,6666666666667;0
"C6orf58";198;2
"C6orf62";1276;2
"C6orf89";1699,75;1
"C7";3070;4
"C7orf25";366;1
"C7orf26";564;0
"C7orf31";1277,5;4
"C7orf33";459;1
"C7orf50";632;0
"C7orf57";1026,33333333333;12
"C7orf61";132;0
"C7orf77";210;0
"C8A";507;0
"C8B";193,666666666667;1
"C8G";194;0
"C8orf33";1873;1
"C8orf34";777;5
"C8orf37";2704;12
"C8orf44";1178;2
"C8orf44-SGK3";891;3
"C8orf48";337;0
"C8orf58";865;1
"C8orf74";119;0
"C8orf76";136;1
"C8orf82";1189,5;1
"C8orf86";1318,5;5
"C8orf88";536;3
"C8orf89";128;1
"C9";1059;4
"C9orf116";303,333333333333;0
"C9orf129";199;1
"C9orf131";114,333333333333;0
"C9orf135";153;1
"C9orf152";1387;1
"C9orf153";1423;3
"C9orf16";309;0
"C9orf24";99,4;0
"C9orf40";1465;3
"C9orf43";298;1
"C9orf50";122;0
"C9orf57";913;8
"C9orf64";1198,5;4
"C9orf72";1123;5
"C9orf78";871;1
"C9orf85";615;1
"C9orf92";28;0
"CA1";486;2
"CA10";1116,66666666667;1
"CA11";173;0
"CA12";2694;4
"CA13";2724;7
"CA14";404,5;0
"CA2";704;2
"CA3";887;3
"CA4";122;0
"CA5A";116;0
"CA5B";3472;5
"CA6";142,666666666667;1
"CA7";652;0
"CA8";4609;27
"CA9";134;1
"CAAP1";1090,5;9
"CAB39";812,333333333333;3
"CAB39L";1761,6;4
"CABCOCO1";570;2
"CABIN1";432;0
"CABLES1";1588,66666666667;3
"CABLES2";2339;5
"CABP1";226;0
"CABP2";227;0
"CABP4";1111,5;1
"CABP5";1174;0
"CABP7";2264;1
"CABS1";270;1
"CABYR";250;1
"CACFD1";2135,5;0
"CACHD1";1497;5
"CACNA1A";661,2;1
"CACNA1B";1459,5;2
"CACNA1C";1891,42105263158;2
"CACNA1D";1817;2
"CACNA1E";7082;10
"CACNA1F";74;0
"CACNA1G";156,24;0
"CACNA1H";774;1
"CACNA1I";3327,5;4
"CACNA1S";319;0
"CACNA2D1";2095;7
"CACNA2D2";1380,5;0
"CACNA2D3";351;1
"CACNA2D4";1692;3
"CACNB1";652,666666666667;0
"CACNB2";1058,625;2
"CACNB3";676,25;0
"CACNB4";2172,81818181818;12
"CACNG1";526;0
"CACNG2";430;2
"CACNG3";938;0
"CACNG4";2394;0
"CACNG5";4774,5;7
"CACNG6";250;1
"CACNG7";870,5;1
"CACNG8";7366;5
"CACTIN";641,5;0
"CACUL1";9717;14
"CACYBP";1201,33333333333;4
"CAD";346;0
"CADM1";2920;8
"CADM2";2572,66666666667;12
"CADM3";1740,5;0
"CADM4";962;1
"CADPS";849,333333333333;2
"CADPS2";1086,5;3
"CAGE1";147;1
"CALB1";1565;6
"CALB2";568;1
"CALCA";325;0
"CALCB";1091;3
"CALCOCO1";2126;4
"CALCOCO2";618,6;2
"CALCR";1239,66666666667;6
"CALCRL";2510,66666666667;9
"CALD1";1358;5
"CALHM1";1875;2
"CALHM2";366;1
"CALHM3";409;0
"CALHM4";466;0
"CALHM5";8799;22
"CALHM6";64,5;0
"CALM1";3551;13
"CALM2";692,5;2
"CALM3";551,166666666667;0
"CALML3";1236;0
"CALML4";1826;4
"CALML5";301;0
"CALML6";102;0
"CALN1";6218;7
"CALR";576;0
"CALR3";74;0
"CALU";2220,8;7
"CALY";1523;0
"CAMK1";192;0
"CAMK1D";3538;3
"CAMK1G";936,5;0
"CAMK2A";3184;2
"CAMK2B";622,5;0
"CAMK2D";1334,44444444444;4
"CAMK2G";2017;5
"CAMK2N1";1258;3
"CAMK2N2";944;0
"CAMK4";5269,5;22
"CAMKK1";1513;1
"CAMKK2";2046,18181818182;2
"CAMKMT";479;0
"CAMKV";1329;0
"CAMLG";1207;3
"CAMP";67;0
"CAMSAP1";2822;10
"CAMSAP2";1782,33333333333;8
"CAMSAP3";142,5;1
"CAMTA1";970,5;3
"CAMTA2";746,5;2
"CAND1";7123;21
"CAND2";820,5;1
"CANT1";1390,75;1
"CANX";1847;4
"CAP1";855,666666666667;0
"CAP2";636;2
"CAPG";87,75;0
"CAPN1";685,4;0
"CAPN10";414;1
"CAPN11";469;0
"CAPN12";660;1
"CAPN13";496;0
"CAPN14";1625;9
"CAPN15";1120;0
"CAPN2";1160;3
"CAPN3";537,238095238095;2
"CAPN5";1174;0
"CAPN6";1478;0
"CAPN7";1656;6
"CAPN8";220;1
"CAPN9";325,333333333333;0
"CAPNS1";513,5;0
"CAPNS2";184;0
"CAPRIN1";1722,5;6
"CAPRIN2";447,666666666667;1
"CAPS2";735,666666666667;2
"CAPSL";251,333333333333;0
"CAPZA1";1484;7
"CAPZA2";4182;14
"CAPZA3";20;0
"CAPZB";630,5;1
"CARD10";797;0
"CARD11";497;0
"CARD14";785,75;0
"CARD16";255,5;1
"CARD17";116;0
"CARD18";386;0
"CARD19";176;1
"CARD6";908;0
"CARD8";1481,09090909091;4
"CARD9";257,5;0
"CARF";2812,5;15
"CARHSP1";1765,11111111111;1
"CARM1";1313;0
"CARMIL1";947;4
"CARMIL2";35,5;0
"CARMIL3";325;0
"CARNMT1";2977;12
"CARNS1";1005;1
